Ingredients,TAG,DATA,속성,DATA 속성,DATA 세부속성
"CHEESE, GOAT — FRESH (e.g., chevre)",Dishes,"Mediterranean “Greek Salad"" of Mt. Vikos Feta, Kalamata Olives, Plum Tomatoes, Cucumbers, Torn Mint and Oregano, Warm Feta Cheese “Turnover"" — Carrie Nahabedian, Naha (Chicago)",,,
"CHEESE, GORGONZOLA",Matching,apples,,,
"CHEESE, GORGONZOLA",Matching,brandy,,ALCOCHOL,BRANDY
"CHEESE, GORGONZOLA",Matching,"cherries: sour, sweet",,,
"CHEESE, GORGONZOLA",Matching,cognac,,,
"CHEESE, GORGONZOLA",Matching,corn,,,
"CHEESE, GORGONZOLA",Matching,cream,,,
"CHEESE, GORGONZOLA",Matching,dulce de leche,,,
"CHEESE, GORGONZOLA",Matching,figs,,,
"CHEESE, GORGONZOLA",Matching,grapes,,,
"CHEESE, GORGONZOLA",Matching,"honey, esp. chestnut",,,
"CHEESE, GORGONZOLA",Matching,Italian cuisine,,,
"CHEESE, GORGONZOLA",Matching,mint,,,
"CHEESE, GORGONZOLA",Matching,nuts,,,
"CHEESE, GORGONZOLA",Matching,olive oil,,Olive oil,
"CHEESE, GORGONZOLA",Matching,pasta,,,
"CHEESE, GORGONZOLA",Matching,PEARS,,,
"CHEESE, GORGONZOLA",Matching,pistachios,,,
"CHEESE, GORGONZOLA",Matching,pomegranate,,,
"CHEESE, GORGONZOLA",Matching,prosciutto,,,
"CHEESE, GORGONZOLA",Matching,"salads (e.g., spinach)",,,
"CHEESE, GORGONZOLA",Matching,sugar,,,
"CHEESE, GORGONZOLA",Matching,thyme,,,
"CHEESE, GORGONZOLA",Matching,WALNUTS,,,
"CHEESE, GORGONZOLA",Matching,"wine, sweet",,Wine,
"CHEESE, GORGONZOLA",Flavor Affinities,Gorgonzola + mint + walnuts,,,
"CHEESE, GOUDA",Matching,"apples, esp. with aged and/or smoked cheese",,Cheese,
"CHEESE, GOUDA",Matching,apricots,,,
"CHEESE, GOUDA",Matching,"cherries, esp. with young cheese",,Cheese,
"CHEESE, GOUDA",Matching,melon,,,
"CHEESE, GOUDA",Matching,mushrooms,,,
"CHEESE, GOUDA",Matching,"peaches, esp. with young cheese",,Cheese,
"CHEESE, GOUDA",Matching,"pears, esp. with aged or smoked cheese",,Cheese,
"CHEESE, GOUDA",Matching,spinach,,,
"CHEESE, GRUYERE",Matching,apples,,,
"CHEESE, GRUYERE",Matching,arugula,,,
"CHEESE, GRUYERE",Matching,bread,,,
"CHEESE, GRUYERE",Matching,cherries,,,
"CHEESE, GRUYERE",Matching,chicken,,,
"CHEESE, GRUYERE",Matching,"chocolate, dark, esp. with aged Gruyere",,,
"CHEESE, GRUYERE",Matching,fondues,,,
"CHEESE, GRUYERE",Matching,garlic,,,
"CHEESE, GRUYERE",Matching,ham,,,
"CHEESE, GRUYERE",Matching,hazelnuts,,,
"CHEESE, GRUYERE",Matching,onions,,,
"CHEESE, GRUYERE",Matching,souffles,,,
"CHEESE, GRUYERE",Matching,"soups, esp. onion",,,
"CHEESE, GRUYERE",Matching,spinach,,,
"CHEESE, GRUYERE",Matching,Swiss cuisine,,,
"CHEESE, GRUYERE",Matching,thyme,,,
"CHEESE, GRUYERE",Matching,walnuts,,,
"CHEESE, GRUYERE",Coment,"I enjoy raspberries with my Hoja Santa, with a little mint thrown in. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, HOJA SANTA",Matching,mint,,,
"CHEESE, HOJA SANTA",Matching,raspberries,,,
"CHEESE, JACK",Matching,almonds,,,
"CHEESE, JACK",Matching,figs,,,
"CHEESE, JACK",Matching,pears,,,
"CHEESE, JACK",Matching,pecans,,,
"CHEESE, JACK",Matching,prunes,,,
"CHEESE, JACK",Matching,quince paste,,,
"CHEESE, JACK",Matching,walnuts,,,
"CHEESE, MAHON (aged Spanish cheese)",Matching,quince paste,,,
"CHEESE, MANCHEGO",Matching,"ALMONDS, esp. roasted Spanish",,,
"CHEESE, MANCHEGO",Matching,anchovies,,,
"CHEESE, MANCHEGO",Matching,"bell peppers, roasted",,,
"CHEESE, MANCHEGO",Matching,"bread, esp. crusty and fig or other fruit bread",,,
"CHEESE, MANCHEGO",Matching,figs and fig cake,,,
"CHEESE, MANCHEGO",Matching,"ham, Serrano",,,
"CHEESE, MANCHEGO",Matching,olive oil,,Olive oil,
"CHEESE, MANCHEGO",Matching,"olives, green or black Spanish",,,
"CHEESE, MANCHEGO",Matching,"onions, esp. caramelized",,,
"CHEESE, MANCHEGO",Matching,parsley,,,
"CHEESE, MANCHEGO",Matching,"peppers, piquillo",,,
"CHEESE, MANCHEGO",Matching,plum paste,,,
"CHEESE, MANCHEGO",Matching,*QUINCE PASTE,,,
"CHEESE, MANCHEGO",Matching,salads,,,
"CHEESE, MANCHEGO",Matching,Spanish cuisine,,,
"CHEESE, MANCHEGO",Matching,tomatoes,,,
"CHEESE, MANCHEGO",Flavor Affinities,manchego cheese + almonds + quince paste,,,
"CHEESE, MASCARPONE (See Mascarpone)",NON,,,,
"CHEESE, MONTEREY JACK",Matching,chicken,,,
"CHEESE, MONTEREY JACK",Matching,enchiladas,,,
"CHEESE, MONTEREY JACK",Matching,fresh fruit,,,
"CHEESE, MOZZARELLA",Matching,anchovies,,,
"CHEESE, MOZZARELLA",Matching,BASIL,,,
"CHEESE, MOZZARELLA",Matching,"bell peppers, roasted",,,
"CHEESE, MOZZARELLA",Matching,garlic,,,
"CHEESE, MOZZARELLA",Matching,Italian cuisine,,,
"CHEESE, MOZZARELLA",Matching,"meats, cured (e.g., salami)",,,
"CHEESE, MOZZARELLA",Matching,olive oil,,Olive oil,
"CHEESE, MOZZARELLA",Matching,olives,,,
"CHEESE, MOZZARELLA",Matching,oregano,,,
"CHEESE, MOZZARELLA",Matching,pancetta,,,
"CHEESE, MOZZARELLA",Matching,pasta,,,
"CHEESE, MOZZARELLA",Matching,"pepper, black",,,
"CHEESE, MOZZARELLA",Matching,pizza,,,
"CHEESE, MOZZARELLA",Matching,prosciutto,,,
"CHEESE, MOZZARELLA",Matching,radicchio,,,
"CHEESE, MOZZARELLA",Matching,rosemary,,,
"CHEESE, MOZZARELLA",Matching,sage,,,
"CHEESE, MOZZARELLA",Matching,"salt: kosher, sea",,,
"CHEESE, MOZZARELLA",Matching,sopressata,,,
"CHEESE, MOZZARELLA",Matching,spinach,,,
"CHEESE, MOZZARELLA",Matching,*TOMATOES,,,
"CHEESE, MOZZARELLA",Matching,"tomatoes, sun-dried",,,
"CHEESE, MOZZARELLA",Matching,"truffles, black",,,
"CHEESE, MOZZARELLA",Matching,"vinegar balsamic, red wine",,Vinegar,
"CHEESE, MOZZARELLA",Flavor Affinities,mozzarella cheese + basil + olive oil + tomatoes,,,
"CHEESE, MOZZARELLA",Flavor Affinities,mozzarella cheese + olives + prosciutto,,,
"CHEESE, MOZZARELLA",Dishes,"Mozzarella di Bufala, Eggplant Agrodolce, Artichoke con Pesto — Andrew Carmellini, A Voce (New York City)",,,
"CHEESE, MUENSTER",Matching,apples,,,
"CHEESE, MUENSTER",Matching,"bread, crusty",,,
"CHEESE, MUENSTER",Matching,caraway seeds,,,
"CHEESE, MUENSTER",Matching,cherries,,,
"CHEESE, MUENSTER",Matching,fennel,,,
"CHEESE, MUENSTER",Matching,grapes,,,
"CHEESE, PARMESAN",Matching,basil,,,
"CHEESE, PARMESAN",Matching,"beans, fava",,,
"CHEESE, PARMESAN",Matching,carpaccio,,,
"CHEESE, PARMESAN",Matching,dates,,,
"CHEESE, PARMESAN",Matching,fennel,,,
"CHEESE, PARMESAN",Matching,figs,,,
"CHEESE, PARMESAN",Matching,"fruits, stone",,,
"CHEESE, PARMESAN",Matching,garlic,,,
"CHEESE, PARMESAN",Matching,grapes,,,
"CHEESE, PARMESAN",Matching,"honey, esp. chestnut",,,
"CHEESE, PARMESAN",Matching,ITALIAN CUISINE,,,
"CHEESE, PARMESAN",Matching,melon,,,
"CHEESE, PARMESAN",Matching,mushrooms,,,
"CHEESE, PARMESAN",Matching,olive oil,,Olive oil,
"CHEESE, PARMESAN",Matching,PASTA,,,
"CHEESE, PARMESAN",Matching,pears,,,
"CHEESE, PARMESAN",Matching,pizza,,,
"CHEESE, PARMESAN",Matching,prosciutto,,,
"CHEESE, PARMESAN",Matching,risottos,,,
"CHEESE, PARMESAN",Matching,thyme,,,
"CHEESE, PARMESAN",Matching,"vinegar, balsamic, esp. aged",,Vinegar,
"CHEESE, PARMESAN",Matching,walnuts,,,
"CHEESE, PARMESAN",Coment,"If you open my refrigerator at home, you will always find a piece of cheese! I love many cheeses, but there will definitely be a piece of Parmigiano-Reggiano. It never goes bad and is so versatile. I can cut a piece offto go with a glass of Prosecco as an aperitif, serve it after dinner with red wine, slice a piece for a sandwich, or grate it over some pasta. — ODETTE FADA, SAN DOMENICO (NEW YORK CITY)",,,
"CHEESE, PARMESAN",Coment,"I was in Parma, Italy, in a restaurant and out came my glass of Prosecco followed by the server cutting offhunks of Parmigiano-Reggiano to serve me. I thought it was a beautiful way to begin! It is a way to leave your world behind, and begin your meal. — HOLLY SMITH, CAFE JUANITA (SEATTLE)",,,
"CHEESE, PARMESAN",Dishes,"Parmesan Broth with Prosciutto and Peas, Scallion Parmesan Flan — Sanford D'Amato, Sanford (Milwaukee)",,,
"CHEESE, PECORINO",Matching,bacon,,,
"CHEESE, PECORINO",Matching,"bell peppers, roasted",,,
"CHEESE, PECORINO",Matching,duck confit,,,
"CHEESE, PECORINO",Matching,grapes,,,
"CHEESE, PECORINO",Matching,"greens, salad",,,
"CHEESE, PECORINO",Matching,"honey, chestnut",,,
"CHEESE, PECORINO",Matching,"lemon, juice",,Citrus,
"CHEESE, PECORINO",Matching,mostarda (mustard fruits),,,
"CHEESE, PECORINO",Matching,olive oil,,Olive oil,
"CHEESE, PECORINO",Matching,pasta,,,
"CHEESE, PECORINO",Matching,pears,,,
"CHEESE, PECORINO",Matching,"pepper, white",,,
"CHEESE, PECORINO",Matching,prosciutto,,,
"CHEESE, PECORINO",Matching,ricotta cheese,,Cheese,
"CHEESE, PECORINO",Matching,sopressata,,,
"CHEESE, PECORINO",Matching,"vinegar, balsamic, esp. aged",,Vinegar,
"CHEESE, PECORINO",Matching,walnuts,,,
"CHEESE, PIAVE",Matching,cured meats,,,
"CHEESE, PIAVE",Coment,"Piave cheese works with an array ofdifferent cured meats. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, PROVOLONE",Matching,grapes,,,
"CHEESE, PROVOLONE",Matching,Italian cuisine,,,
"CHEESE, PROVOLONE",Matching,"lime, juice",,Citrus,
"CHEESE, PROVOLONE",Matching,olive oil,,Olive oil,
"CHEESE, PROVOLONE",Matching,olives,,,
"CHEESE, PROVOLONE",Matching,"pasta (e.g., lasagna)",,,
"CHEESE, PROVOLONE",Matching,pears,,,
"CHEESE, PROVOLONE",Matching,pizza,,,
"CHEESE, PROVOLONE",Matching,prosciutto,,,
"CHEESE, REBLOCHON",Matching,fennel,,,
"CHEESE, REBLOCHON",Matching,panforte (Italian fruit and nut cake),,,
"CHEESE, REBLOCHON",Matching,pistachios,,,
"CHEESE, RICOTTA",Matching,almonds,,,
"CHEESE, RICOTTA",Matching,apricots,,,
"CHEESE, RICOTTA",Matching,bacon,,,
"CHEESE, RICOTTA",Matching,basil,,,
"CHEESE, RICOTTA",Matching,"beans, fava",,,
"CHEESE, RICOTTA",Matching,berries,,,
"CHEESE, RICOTTA",Matching,blueberries,,,
"CHEESE, RICOTTA",Matching,bread,,,
"CHEESE, RICOTTA",Matching,"cheese: mozzarella, Parmesan, pecorino",,Cheese,
"CHEESE, RICOTTA",Matching,cheesecake,,Cheese,
"CHEESE, RICOTTA",Matching,chestnuts,,,
"CHEESE, RICOTTA",Matching,chives,,,
"CHEESE, RICOTTA",Matching,"chocolate, dark",,,
"CHEESE, RICOTTA",Matching,cinnamon,,,
"CHEESE, RICOTTA",Matching,coffee / espresso,,,
"CHEESE, RICOTTA",Matching,cream,,,
"CHEESE, RICOTTA",Matching,dates,,,
"CHEESE, RICOTTA",Matching,"egg dishes (e.g., frittatas, omelets)",,,
"CHEESE, RICOTTA",Matching,"figs, esp. dried",,,
"CHEESE, RICOTTA",Matching,"fruits, dried",,,
"CHEESE, RICOTTA",Matching,garlic,,,
"CHEESE, RICOTTA",Matching,hazelnuts,,,
"CHEESE, RICOTTA",Matching,herbs,,,
"CHEESE, RICOTTA",Matching,"HONEY, esp. chestnut, eucalyptus, or lavender",,,
"CHEESE, RICOTTA",Matching,Italian cuisine,,,
"CHEESE, RICOTTA",Matching,"lemon, esp. juice, zest",,Citrus,
"CHEESE, RICOTTA",Matching,mace,,,
"CHEESE, RICOTTA",Matching,mascarpone,,,
"CHEESE, RICOTTA",Matching,nutmeg,,,
"CHEESE, RICOTTA",Matching,olive oil,,Olive oil,
"CHEESE, RICOTTA",Matching,"orange, esp. juice, zest",,Citrus,ORANGE
"CHEESE, RICOTTA",Matching,"parsley, flat-leaf",,,
"CHEESE, RICOTTA",Matching,pasta,,,
"CHEESE, RICOTTA",Matching,"pepper, black",,,
"CHEESE, RICOTTA",Matching,pine nuts,,,
"CHEESE, RICOTTA",Matching,prosciutto,,,
"CHEESE, RICOTTA",Matching,Prosecco,,,
"CHEESE, RICOTTA",Matching,prunes,,,
"CHEESE, RICOTTA",Matching,raisins,,,
"CHEESE, RICOTTA",Matching,raspberries,,,
"CHEESE, RICOTTA",Matching,"rum, esp. dark",,RUM,
"CHEESE, RICOTTA",Matching,"salt, kosher",,,
"CHEESE, RICOTTA",Matching,sorrel,,,
"CHEESE, RICOTTA",Matching,spinach,,,
"CHEESE, RICOTTA",Matching,strawberries,,,
"CHEESE, RICOTTA",Matching,sugar,,,
"CHEESE, RICOTTA",Matching,tapenade,,,
"CHEESE, RICOTTA",Matching,tarragon,,,
"CHEESE, RICOTTA",Matching,tomatoes,,,
"CHEESE, RICOTTA",Matching,vanilla,,,
"CHEESE, RICOTTA",Matching,"vinegar, balsamic",,Vinegar,
"CHEESE, RICOTTA",Matching,"walnuts, esp. candied or toasted",,,
"CHEESE, RICOTTA",Matching,"wine, red, sweet",,Wine,
"CHEESE, RICOTTA",Flavor Affinities,ricotta + bread + honey + Prosecco,,,
"CHEESE, RICOTTA",Coment,"On our brunch menu with our com and saffron pancakes, we serve fresh ricotta to be used instead ofbutter. — BRAD FARMERIE, PUBLIC (NEW YORK CITY)",,,
"CHEESE, RICOTTA",Coment,"Cina DePalma of New York's Babbo on Babbo's Cheese Plate

At Babbo, I oversee the cheese selection,
which has seven choices. The biggest challenge with Italian cheese is that there are
so many “superstars"" that you just can’t
not offer them. So, in the seven slots we
have many standard choices but they are
amazing:

• Parmigiano-Reggiano: This is the
’’undisputed king of all cheeses""
according to Mario [Batali] I
• Taleggio: This washed-rind cheese is
very wet, has the distinctive orange color,
and is gooey. The interior is sweet and the
rind is assertive.
• Gorgonzola Piccante: This is firmer,
bluer, nutty, and just amazing!
• Coach Farm Goat: Though it is not
from Italy, it is the goat cheese we
choose. [Mario Batali’s wife's family owns
the Coach Farm Dairy.]
• Robiola: This is a soft-ripened cheese
from Piedmont.
• Pecorino: This is a sheep's milk cheese
that is nothing like the Pecorino-Romano
that you get in your deli to grate over
pasta. This is made in many areas around
Italy. We may use one from the south or
Tuscany or one that is rubbed with
tomato or aged underground from
another part of the country.
• The Seventh Cheese: I play around
with the seventh cheese and change it
often but a recent favorite is a Piave,
which is like an English Cheddar. It is from
the Veneto along the Piave River.",,Citrus,ORANGE
"CHEESE, RICOTTA",Dishes,"Bruschetta with Favas and New York State Ricotta — Mario Batali, Babbo (New York City)",,,
"CHEESE, RICOTTA",Dishes,"Sheep’s Milk Ricotta Ravioli with Heirloom Tomato, Arugula, Vin Cotto — Andrew Carmellini, A Voce (New York City)",,,
"CHEESE, RICOTTA",Dishes,"Ricotta and Robiola Cheesecake with Figs and Raspberries
— Gina DePalma, pastry chef, Babbo (New York City)",,,
"CHEESE, RICOTTA",Dishes,"Corn and Saffron Pancakes with a Spicy Poached Pear and Fresh Ricotta — Brad Farmerie, Public (New York City)",,,
"CHEESE, RICOTTA",Dishes,"Bellwether Farms Ricotta Fritters with Cara Cara and Blood Orange Compote, Vanilla Creme Anglaise — Emily Luchetti, pastry chef, Farallon (San Francisco)",,Citrus,ORANGE
"CHEESE, RICOTTA",Dishes,"Ricotta Gnocchi with Fava Beans, Sage, and Lemon Oil — Judy Rodgers, Zuni Cafe (San Francisco)",,Citrus,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,almonds,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,apricots,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,"bread, esp. olive",,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,"ham, esp. Serrano",,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,honey,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,nuts,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,olive oil,,Olive oil,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,olives,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,panforte,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,"pepper, black",,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Matching,quince paste,,,
"CHEESE, SHEEP'S MILK —• IN GENERAL",Coment,"I’m a fan of apricot with Berkswell [an English sheep’s milk cheese]. — MAX McCALMAN, ARTISANAL CHEESE CENTER (NEW YORK CITY)",,,
"CHEESE, SPANISH (See Cheese: Cabrales, Manchego)",NON,,,,
"CHEESE, STILTON",Matching,apples,,,
"CHEESE, STILTON",Matching,dates,,,
"CHEESE, STILTON",Matching,honey,,,
"CHEESE, STILTON",Matching,pears,,,
"CHEESE, STILTON",Matching,pecans,,,
"CHEESE, STILTON",Matching,port,,,
"CHEESE, STILTON",Matching,salads,,,
"CHEESE, STILTON",Matching,sauces,,,
"CHEESE, STILTON",Matching,walnuts,,,
"CHEESE, SWISS",Matching,asparagus,,,
"CHEESE, SWISS",Matching,"bread, esp. pumpernickel",,,
"CHEESE, SWISS",Matching,grapes,,,
"CHEESE, SWISS",Matching,ham,,,
"CHEESE, TALEGGIO",Matching,hazelnuts,,,
"CHEESE, TALEGGIO",Matching,mostarda (mustard fruits),,,
"CHEESE, TALEGGIO",Matching,pears,,,
"CHEESE, TRIPLE CREME",Matching,cherries,,,
"CHEESE, TRIPLE CREME",Matching,figs,,,
"CHEESE, TRIPLE CREME",Matching,hazelnuts,,,
"CHEESE, TRIPLE CREME",Matching,herbs,,,
"CHEESE, TRIPLE CREME",Matching,honey,,,
"CHEESE, TRIPLE CREME",Matching,mostarda (mustard fruits),,,
"CHEESE, TRIPLE CREME",Matching,nut bread,,,
"CHEESE, TRIPLE CREME",Matching,olives,,,
"CHEESE, TRIPLE CREME",Matching,pears,,,
"CHEESE, TRIPLE CREME",Matching,"vegetables, roasted",,,
"CHEESE, TRIPLE CREME",Matching,walnuts,,,
"CHEESE, VACHERIN",Matching,cherries,,,
"CHEESE, VALDEON",Matching,hazelnuts,,,
"CHEESE, VALDEON",Matching,"meats: cured, smoked",,,
"CHEESE, VALDEON",Matching,steak,,,
"CHEESE, VERMONT SHEPHERD",Matching,almonds,,,
"CHEESE, VERMONT SHEPHERD",Matching,apples,,,
"CHEESE, VERMONT SHEPHERD",Matching,fennel,,,
CHERRIES — IN GENERAL,Season,late spring-late summer,,,
CHERRIES — IN GENERAL,Taste,sweet,,,
CHERRIES — IN GENERAL,Weight,light-medium,,,
CHERRIES — IN GENERAL,Volume,moderate,,,
CHERRIES — IN GENERAL,Techniques,"flambe, poach, raw, stew",,,
CHERRIES — IN GENERAL,Matching,allspice,,,
CHERRIES — IN GENERAL,Matching,ALMONDS,,,
CHERRIES — IN GENERAL,Matching,amaretto,,,
CHERRIES — IN GENERAL,Matching,apricots,,,
CHERRIES — IN GENERAL,Matching,Armagnac,,ALCOHOL,ARMAGNAC
CHERRIES — IN GENERAL,Matching,bourbon,,,
CHERRIES — IN GENERAL,Matching,brandy,,ALCOCHOL,BRANDY
CHERRIES — IN GENERAL,Matching,"butter, unsalted",,,
CHERRIES — IN GENERAL,Matching,buttermilk,,,
CHERRIES — IN GENERAL,Matching,cake,,,
CHERRIES — IN GENERAL,Matching,caramel,,,
CHERRIES — IN GENERAL,Matching,cassis,,,
CHERRIES — IN GENERAL,Matching,"cheese: Brie, goat, ricotta",,Cheese,
CHERRIES — IN GENERAL,Matching,"cherries, dried",,,
CHERRIES — IN GENERAL,Matching,"CHOCOLATE, ESP. DARK, WHITE",,,
CHERRIES — IN GENERAL,Matching,cinnamon,,,
CHERRIES — IN GENERAL,Matching,cloves,,,
CHERRIES — IN GENERAL,Matching,coconut,,,
CHERRIES — IN GENERAL,Matching,coffee / espresso,,,
CHERRIES — IN GENERAL,Matching,cognac,,,
CHERRIES — IN GENERAL,Matching,coriander,,,
CHERRIES — IN GENERAL,Matching,CREAM AND ICE CREAM,,,
CHERRIES — IN GENERAL,Matching,cream cheese,,Cheese,
CHERRIES — IN GENERAL,Matching,creme fraiche,,,
CHERRIES — IN GENERAL,Matching,"crust: pastry, pie",,,
CHERRIES — IN GENERAL,Matching,"currants, red",,,
CHERRIES — IN GENERAL,Matching,"custards (e.g., creme caramel, flan, etc.)",,,
CHERRIES — IN GENERAL,Matching,duck,,,
CHERRIES — IN GENERAL,Matching,fennel,,,
CHERRIES — IN GENERAL,Matching,figs,,,
CHERRIES — IN GENERAL,Matching,game birds,,,
CHERRIES — IN GENERAL,Matching,garlic,,,
CHERRIES — IN GENERAL,Matching,ginger,,,
CHERRIES — IN GENERAL,Matching,goose,,,
CHERRIES — IN GENERAL,Matching,Grand Marnier,,,
CHERRIES — IN GENERAL,Matching,hazelnuts,,,
CHERRIES — IN GENERAL,Matching,honey,,,
CHERRIES — IN GENERAL,Matching,"ice cream, vanilla",,,
CHERRIES — IN GENERAL,Matching,*KIRSCH,,,
CHERRIES — IN GENERAL,Matching,"LEMON: juice, zest",,Citrus,
CHERRIES — IN GENERAL,Matching,"lime, juice",,Citrus,
CHERRIES — IN GENERAL,Matching,"liqueur: almond, orange",,ALCOCHOL,LIQUEURS
CHERRIES — IN GENERAL,Matching,mascarpone,,,
CHERRIES — IN GENERAL,Matching,"meats, fatty, esp. roasted",,,
CHERRIES — IN GENERAL,Matching,melon,,,
CHERRIES — IN GENERAL,Matching,meringue,,,
CHERRIES — IN GENERAL,Matching,nectarines,,,
CHERRIES — IN GENERAL,Matching,nuts,,,
CHERRIES — IN GENERAL,Matching,oats,,,
CHERRIES — IN GENERAL,Matching,"orange: juice, zest",,Citrus,ORANGE
CHERRIES — IN GENERAL,Matching,pate,,,
CHERRIES — IN GENERAL,Matching,peaches,,,
CHERRIES — IN GENERAL,Matching,pecans,,,
CHERRIES — IN GENERAL,Matching,"pepper: black, green",,,
CHERRIES — IN GENERAL,Matching,pistachios,,,
CHERRIES — IN GENERAL,Matching,plums,,,
CHERRIES — IN GENERAL,Matching,pork,,,
CHERRIES — IN GENERAL,Matching,"port, esp. ruby",,,
CHERRIES — IN GENERAL,Matching,"poultry, fatty, esp. roasted",,,
CHERRIES — IN GENERAL,Matching,quince,,,
CHERRIES — IN GENERAL,Matching,raspberries,,,
CHERRIES — IN GENERAL,Matching,rice pudding,,,
CHERRIES — IN GENERAL,Matching,rose hips,,,
CHERRIES — IN GENERAL,Matching,rum,,RUM,
CHERRIES — IN GENERAL,Matching,"sage, esp. with tart cherries",,,
